9.36737882,14.84003195,17.65775954,23.98199257,24.29507341,19.88689514,24.87114216,25.67262912,29.5673548,35.31551908,25.72272205,31.95929244,36.21719191,38.54651338,38.90968716,32.62302383,41.10125306,12.54828018,26.88738279,2.316798238,35.55346052,66.02248815,50.24321367,28.60306581,23.41844705,55.15232129,49.59200552,44.00664328,51.68338555,44.14439885,33.73759163,58.04518828,12.37295491,27.56363741,29.4986749,12.31679824,33.41844705,38.41844705,26.75,67.31666667,57,80.71666667,79.08333333,74.83333333,67.61666667,58.43333333,32.56666667,70.06666667,57.6,85.15,0,6.766666667,10.48333333,13.9,17.48333333,20.68333333,24.51666667,28.68333333,30.66666667,7.283333333,13.48333333,17.08333333,20.15,23.18333333,26.65,30.71666667,32.76666667,36.71666667,15.43333333,21.21666667,24.85,28.28333333,30.36666667,33.28333333,37.36666667,39.31666667,44.91666667,23.8,25.68333333,29.28333333,33.18333333,36.11666667,38.13333333,39.08333333,43.05,47.41666667,19.1,61.33333333,62.75,59.15,50.38333333,41.2
3.243517533,8.703647433,11.52137502,17.85813128,18.15868889,13.76303385,18.74728087,19.54876783,23.44349352,29.17913456,19.58633753,25.83543116,30.08080739,35.42822818,32.78582587,26.46159284,34.96486854,7.726835203,24.93375833,3.80706305,29.417076,59.89862687,47.51314872,22.55434392,24.64572395,52.4473028,43.455621,37.87025876,45.54700103,39.13510536,38.54651338,51.90880375,17.95831715,33.09890671,34.42030575,13.80706305,34.64572395,39.64572395,31.66666667,60.38333333,53.3,75.28333333,72.15,67.9,65.41666667,51.5,25.63333333,68.88333333,50.66666667,78.21666667,5.733333333,0,3.55,6.966666667,10.55,13.75,17.58333333,21.75,23.73333333,12.35,6.716666667,10.13333333,13.73333333,16.25,19.71666667,23.78333333,25.83333333,29.78333333,20.31666667,14.45,17.88333333,21.46666667,23.43333333,26.35,30.43333333,32.38333333,37.98333333,28.96666667,26.13333333,22.91666667,26.25,29.75,31.2,32.15,36.11666667,40.48333333,24.21666667,57.95,57.3,52.21666667,43.45,34.26666667
4.333038866,5.284804628,8.115055448,14.43928848,14.73984608,10.33166782,15.32843807,16.12992503,20.02465071,25.77281499,16.18001796,22.41658835,26.66196458,28.99128605,29.36698307,23.06779651,31.54602573,11.14567801,28.35260113,7.225905854,25.9982332,56.47978406,45.84755864,19.06036172,28.10213646,49.02846,40.03677819,34.45141595,42.12815822,35.74130903,42.01544912,48.50248418,21.38968319,36.53027275,38.40269407,17.22590585,38.10213646,43.10213646,34.75,56.66666667,49.58333333,71.56666667,68.43333333,64.18333333,65.85,47.78333333,21.91666667,70.1,46.95,74.5,8.95,3.05,0,3.25,6.833333333,10.03333333,13.86666667,18.03333333,20.01666667,15.66666667,9.716666667,6.6,10.03333333,12.53333333,16,20.06666667,22.11666667,26.06666667,23.38333333,17.5,14.36666667,17.78333333,19.71666667,22.63333333,26.71666667,28.66666667,34.26666667,32.05,29.35,25.96666667,22.53333333,25.81666667,27.48333333,28.43333333,32.4,36.76666667,27.3,54.23333333,53.58333333,48.5,39.73333333,30.55
7.764404904,1.815868889,4.671166176,10.9578295,11.30848005,6.912825011,11.8845488,12.68603575,16.58076144,22.32892572,12.73612869,18.97269908,23.23059854,28.57801934,25.92309379,19.62390723,28.11465969,14.60209051,31.82153687,10.66979513,22.55434392,53.03589479,48.41482155,16.64337761,31.50845603,47.60081136,36.60541215,31.02004992,38.69679218,38.04558403,45.42176869,45.05859491,24.83357246,39.97416202,41.29556106,20.66979513,41.50845603,46.50845603,38.26666667,53.33333333,48.95,68.23333333,65.1,60.85,65.95,44.45,18.58333333,70,43.61666667,71.16666667,12.56666667,6.666666667,3.45,0,3.333333333,6.533333333,10.36666667,14.53333333,16.51666667,18.91666667,13.26666667,9.983333333,6.733333333,9.2,12.66666667,16.73333333,18.78333333,22.73333333,26.88333333,21.03333333,17.73333333,14.53333333,16.38333333,19.3,23.38333333,25.33333333,30.93333333,35.56666667,32.51666667,29.31666667,25.88333333,22.7,24.15,25.1,29.06666667,33.43333333,30.81666667,53.56666667,50.25,45.16666667,36.4,27.21666667
11.18324771,4.195283295,1.628020383,7.977299877,7.889637241,8.653554498,9.354855586,10.24400518,14.16377733,19.98708101,11.65913059,17.48243427,21.6526711,24.0696552,24.43282898,22.05341457,26.62439488,18.02093332,35.20280998,14.0761147,19.14802435,51.54562998,51.82114112,20.04969718,34.989915,50.36844601,35.11514734,29.21670426,37.20652737,41.4894733,48.90322766,43.5683301,28.27746173,43.21767956,45.29047261,24.0761147,44.989915,49.989915,41.7,51.6,49.88333333,66.5,63.36666667,59.11666667,67.05,42.71666667,14.91666667,71.13333333,41.88333333,69.43333333,16.01666667,10.11666667,6.9,3.283333333,0,3.033333333,6.866666667,11.03333333,13.01666667,22.35,16.73333333,13.45,10.01666667,6.683333333,10.01666667,14.08333333,16.1,20.05,30.35,24.46666667,21.16666667,17.8,14.81666667,17.56666667,21.65,23.6,29.2,39,36.05,33.03333333,29.28333333,25.76666667,22.58333333,23.36666667,27.33333333,31.7,34.25,54.66666667,48.51666667,43.43333333,34.66666667,25.48333333
14.62713698,7.639172567,3.982388322,4.533410605,4.445747969,12.0723973,5.89844308,6.800115908,10.71988806,16.54319174,15.04040369,15.64151891,18.20878182,23.33078441,27.38831214,25.45973415,25.81038469,21.42725289,38.69679218,17.52000397,15.70413508,50.86937536,55.26503039,23.46853998,38.38371134,53.79981205,33.18656935,25.81038469,36.51774952,44.90831611,52.297024,42.87955225,31.67125807,46.81184763,48.1457699,27.52000397,48.38371134,53.38371134,45.43333333,51.13333333,53.75,66.03333333,62.9,58.65,68.61666667,42.25,11.71666667,72.98333333,41.41666667,68.96666667,19.78333333,13.88333333,10.66666667,7.05,3.6,0,3.666666667,7.833333333,9.816666667,26.06666667,20.43333333,17.15,13.73333333,10.25,6.983333333,10.85,12.86666667,16.81666667,34.06666667,28.13333333,24.85,21.78333333,18.38333333,15.05,18.85,20.8,26.36666667,42.73333333,39.78333333,36.6,32.88333333,29.58333333,26.18333333,23,26.65,31.01666667,37.98333333,56.58333333,48.05,42.96666667,34.2,25.01666667
18.5343859,11.54642149,7.877114008,3.531551908,0.53849905,15.96712299,6.123861287,10.70736483,6.812639142,12.63594282,18.93512938,19.5362446,14.3015329,17.06916756,31.25799136,29.35445983,24.29507341,25.33450181,42.55394817,21.42725289,11.79688616,49.79237726,59.13470961,27.35074244,42.22834409,57.6444448,29.24175073,21.90313577,35.09010087,48.80304179,56.14165675,46.74923146,35.59103022,50.70657332,52.59151787,31.42725289,52.22834409,57.22834409,49.58333333,50.15,57.71666667,64.78333333,61.65,55.56666667,71.16666667,41,8.05,75.71666667,38.7,66.55,23.78333333,17.88333333,14.66666667,11.05,7.6,3.833333333,0,4,5.983333333,30.21666667,24.61666667,21.33333333,17.95,14.43333333,10.98333333,7.216666667,9.066666667,13.01666667,38.21666667,32.33333333,29.03333333,25.78333333,22.38333333,18.96666667,15.18333333,16.96666667,22.53333333,46.88333333,43.8,40.6,37.13333333,33.61666667,30.36666667,26.93333333,23.01666667,27.21666667,42.13333333,60.51666667,51.2,46.45,37.61666667,28.88333333
22.40406512,15.4161007,11.64660736,7.31356849,4.333038866,19.73661634,9.893354636,14.57704405,10.68231836,8.791310069,22.69209949,23.40592382,13.50004595,15.55385628,35.12767057,33.22413905,28.16475263,29.09147192,46.41110415,25.29693211,8.039916046,47.04978907,62.46588978,31.22042166,46.09802331,61.20104317,25.35954828,18.02093332,36.01682017,52.07160579,59.99881274,50.09293487,39.46070944,54.46354343,55.7974657,35.29693211,56.09802331,61.09802331,53.56666667,53.66666667,61.23333333,65.23333333,61.95,51.16666667,74.68333333,37.95,3.866666667,79.25,34.61666667,62.13333333,28.01666667,22.11666667,18.9,15.28333333,11.83333333,8.066666667,4.066666667,0,1.983333333,34.21666667,28.6,25.31666667,21.93333333,18.41666667,14.98333333,11.2,9.15,9.016666667,42.23333333,36.51666667,33.21666667,29.85,26.45,23.03333333,19.25,17.18333333,18.96666667,50.86666667,47.86666667,44.66666667,41.2,37.68333333,34.43333333,31,27.08333333,24.86666667,46.11666667,64.05,54.71666667,49.98333333,41.13333333,32.95
24.37021281,17.3822484,13.71294092,9.36737882,6.374325962,21.8029499,11.9596882,16.54319174,12.64846605,9.279716184,24.72086336,25.33450181,15.55385628,17.25701606,37.08129503,35.17776351,30.11837709,31.17032872,48.36472861,27.2630798,10.10624961,45.08364138,64.406991,33.14899965,48.08921747,62.94177266,23.39340058,16.04226239,37.9954911,54.01270702,61.46403108,52.03403609,41.3767642,56.57996993,57.86379926,37.2630798,58.08921747,63.08921747,55.8,55.68333333,63.25,65.68333333,59.8,49.38333333,75.31666667,35.96666667,1.733333333,79.86666667,32.53333333,60.36666667,30.16666667,24.26666667,21.05,17.43333333,13.98333333,10.21666667,6.216666667,2.15,0,36.43333333,30.83333333,27.55,24.16666667,20.65,17.2,13.43333333,11.41666667,7.033333333,44.3,38.23333333,34.93333333,31.56666667,28.16666667,24.75,20.96666667,18.85,16.7,52.71666667,49.58333333,46.38333333,42.91666667,39.4,36.01666667,32.71666667,28.8,25.21666667,48.35,66.05,56.73333333,51.98333333,43.15,34.63333333
16.1925412,21.67771756,22.65452979,30.83220141,30.03071445,14.58956728,24.23245724,20.33773156,23.75657436,29.09147192,19.59886077,25.72272205,29.96809828,32.29741975,32.67311677,25.27188564,34.85215943,5.22218846,20.08726688,9.70550613,42.35357643,59.78591776,42.84198254,21.30202055,16.61833114,47.75109016,43.34291189,37.75754966,45.43429192,36.74316772,26.33636051,51.79609465,4.971723785,20.16240628,22.04735084,19.70550613,26.61833114,31.61833114,19.01666667,60.38333333,49.68333333,73.4,72.83333333,68.58333333,60,52.18333333,35.78333333,62.51666667,51.35,78.9,7.35,13.73333333,17.26666667,20.71666667,24.25,27.4,31.4,35.3,37.35,0,6.3,9.883333333,13.45,16.93333333,20.43333333,24.46666667,26.51666667,30.46666667,8.116666667,14,17.61666667,21.08333333,24.11666667,27.03333333,31.11666667,33.06666667,38.66666667,16.31666667,18.48333333,22.08333333,25.95,29.38333333,31.88333333,32.83333333,36.8,41.16666667,11.56666667,54,55.43333333,52.98333333,44.13333333,34.95
